MAE,RMSE,SFN,MAPE
419.01770295481106,546.9686151882247,4.99760627746582,0.9660484052374317
418.7525034985699,546.7559600771846,4.996883392333984,0.9650796503328564
418.47628967971593,546.534561339908,4.99613094329834,0.9640706475837086
418.1912464564973,546.3061516605447,4.995354175567627,0.9630294485357566
417.8978475044062,546.0711225531102,4.994555473327637,0.9619578131637176
